"ИД","ФАМИЛИЯ","ИМЯ","ОТЧЕСТВО","ПИН","ИНН","ДАТА_РОЖДЕНИЯ","ПОЛ","МЕСТО_РОЖДЕНИЯ","ИНОСТРАН","КТО_СОЗДАЛ","КОГДА_СОЗДАЛ","КТО_ИЗМЕНИЛ","КОГДА_ИЗМЕНИЛ","ДАТА_СМЕРТИ","ФИО"
113942,"Соловьев","Станислав","Владимирович",NULL,NULL,"1994-02-13 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
112957,"Полякова","Иван","Даригатовна",NULL,NULL,"2011-11-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
111779,"Мельников","Роберт","Александрович",NULL,NULL,"1992-12-14 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
142104,"Яковлев","Даниил","Владимирович",NULL,NULL,"1992-07-12 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
110110,"Степанов",".","Олегович",NULL,NULL,"1984-10-10 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
121024,"Бондаренко","Антон","Сергеевич",NULL,NULL,"2011-11-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
115420,"Дрожжин","Иван","Сергеевич",NULL,NULL,"1987-10-27 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
112903,"Окунев","Антон","Николаевич",NULL,NULL,"1989-07-31 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
115388,"Аксенов","Илья","Витальевич",NULL,NULL,"1974-01-16 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
141962,"Чурсина","Павел","Васильевич",NULL,NULL,"1987-05-08 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
114093,"Емельянов","Вадим","Александрович",NULL,NULL,"1979-11-06 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
142176,"Иванов","Чаои","Михайлович",NULL,NULL,"1987-07-29 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
130115,"Демин","Алексей",".",NULL,NULL,"2056-06-08 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
161278,"Дворкин","Павел","Александрович",NULL,NULL,"1992-09-28 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
105346,"Комаров","Юлия","Борисович",NULL,NULL,"1992-09-26 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
136189,"Игнатьев",".","Александрович",NULL,NULL,"1987-09-20 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
133350,"Голубев","Яна","Александрович",NULL,NULL,"1986-05-14 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
120620,"Малинина","Инна","Павлович",NULL,NULL,"1980-06-18 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
138337,"Федоров","Артём","Владимирович",NULL,NULL,"1988-08-29 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
155498,"Козырев","Евгений","Сергеевич",NULL,NULL,"2011-11-11 00:00:00","М",NULL,"2","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
142885,"Иванов","Евгений","Николаевич",NULL,NULL,"1989-11-20 00:00:00","М",NULL,"2","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
126457,"Степанова","Юлия","Олегович",NULL,NULL,"1979-11-15 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
158117,"Белякова","Раиса","Андреевич",NULL,NULL,"1976-04-20 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
102953,"Павлов","Алла","Сергеевич",NULL,NULL,"1979-10-27 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
111759,"Михнович",".","Николаевич",NULL,NULL,"1991-02-03 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
129444,"Васильев","Ирина","Викторович",NULL,NULL,"1992-04-27 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
112934,"Гуров","Николай","Сергеевич",NULL,NULL,"1983-02-22 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
145770,"Захаров","Иван","Сергеевич",NULL,NULL,"1990-03-23 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
142683,"Ефимов","Юрий","Валерьевна",NULL,NULL,"2011-11-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
136553,"Белов","Алексей","Александрович",NULL,NULL,"1983-08-02 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
114932,"Филиппов","Данил","Анатольевна",NULL,NULL,"1986-08-16 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
114727,"Лазарев","Людмила","Дмитриевич",NULL,NULL,"1987-09-15 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
157351,"Поляков","Юрий","Сеидовна",NULL,NULL,"1991-11-13 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
153334,"Тимченко","Михаил","Станиславович",NULL,NULL,"2011-11-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
116518,"Соколов","Илья","Александрович",NULL,NULL,"2011-11-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
137369,"Николаев","Артем",".",NULL,NULL,"1985-08-26 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
120546,"Фельдман","Оксана","Александрович",NULL,NULL,"2011-11-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
155500,"Корнев","Мария","Юрьевич",NULL,NULL,"1989-08-04 00:00:00","М",NULL,"2","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
130125,"Пестов","Иван",".",NULL,NULL,"1978-03-07 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
137915,"Мамин","Сергей","Владимирович",NULL,NULL,"1989-04-04 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
149578,"Яковлев","Александр",".",NULL,NULL,"1992-10-04 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
132516,"Савков","Татьяна",".",NULL,NULL,"1990-11-28 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
163276,"Парфенов","Сергей","Иванович",NULL,NULL,"1981-05-20 00:00:00","М",NULL,"2","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
161217,"Сергеев","Андрей",".",NULL,NULL,"2067-06-07 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
152932,"Белова","Андрей","Вениаминович",NULL,NULL,"2011-11-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
134155,"Макаров","Константин","Дамирович",NULL,NULL,"1988-08-21 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
149698,"Семенова","Михаил","Юрьевна",NULL,NULL,"1991-03-17 00:00:00","Ж",NULL,"2","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
152922,"Мартынов","Татьяна","Андреевич",NULL,NULL,"1988-01-30 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
115389,"Попова","Анастасия","Владимирович",NULL,NULL,"1983-01-01 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
100293,"Чжу","Максим","Михайлович",NULL,NULL,"1982-10-23 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
121782,"Макаров","Денис","Владимирович",NULL,NULL,"1983-08-31 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
133764,"Косолапов","Цзяньхуа","Николаевна",NULL,NULL,"1983-01-01 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
116046,"Зверев","Артем","Вадимович",NULL,NULL,"2054-09-10 00:00:00","М",NULL,"2","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
149538,"Панова","Александр","Измайлович",NULL,NULL,"1980-07-30 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
157628,"Степанов","Алексей","Евгеньевич",NULL,NULL,"1988-12-21 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
153000,"Павлов","Татьяна","Юрьевич",NULL,NULL,"1985-10-30 00:00:00","М",NULL,"1","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
137762,"Михеев","Степан",".",NULL,NULL,"1987-09-26 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
142360,"Котов","Евгений",".",NULL,NULL,"2011-11-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
155506,"Кошевой","Павел","Олегович",NULL,NULL,"2011-11-11 00:00:00","Ж",NULL,"2","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
148973,"Тихонов","Дмитрий",".",NULL,NULL,"1983-01-01 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
142108,"Казаков","Никита","Рамилевна",NULL,NULL,"1989-07-06 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
114722,"Морозов","Алексей","Игоревич",NULL,NULL,"1985-05-25 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
149343,"Егорова","Антон","Александрович",NULL,NULL,"1986-09-09 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
138395,"Быстров","Александр","Дмитриевич",NULL,NULL,"1987-01-23 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
119204,".","Кирилл","Борисович",NULL,NULL,"1985-01-01 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
142882,"Рыбаков","Егор","Мирославович",NULL,NULL,"1989-03-18 00:00:00","Ж",NULL,"2","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
118678,"Капустина","Сергей","Валерьевич",NULL,NULL,"1985-01-01 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
135087,"Гузеев","Станислав","Тарасович",NULL,NULL,"2047-12-06 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
149485,"Котов","Тамара","Александровна",NULL,NULL,"2011-11-11 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
161906,"Белых","Владимир","Михайлович",NULL,NULL,"1984-08-13 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
155752,"Семенов","Валерий","Андреевич",NULL,NULL,"1985-01-01 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
120158,"Колосов","Сергей","Иванович",NULL,NULL,"1980-11-15 00:00:00","М",NULL,"2","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
137786,"Федоров","Руслан","Андреевич",NULL,NULL,"1994-01-31 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
125682,"Антонов","Наталья","Игоревич",NULL,NULL,"1988-06-21 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
125636,"Игнатьев","Иван","Андреевич",NULL,NULL,"1990-01-25 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
119050,"Николаев","Константин","Александрович",NULL,NULL,"1988-12-12 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
134184,"Васильев","Павел","Викторович",NULL,NULL,"1984-12-08 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
142324,"Герасимов","Борис","Александрович",NULL,NULL,"1990-04-04 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
148597,"Лукьянов","Дмитрий","Евгеньевич",NULL,NULL,"1984-06-19 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
119367,"Иванов","Михаил","Юрьевич",NULL,NULL,"2011-11-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
153351,"Мартыненко","Дмитрий","Сергеевич",NULL,NULL,"1988-10-28 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
157239,"Петров","Игорь","Владимирович",NULL,NULL,"2011-11-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
116135,"Абрамов","Роман","Константинович",NULL,NULL,"1993-08-07 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
134006,"Михеев","Владимир","Рафинерович",NULL,NULL,"1971-12-05 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
142417,"Попов","Дарья","Николаевна",NULL,NULL,"1985-09-25 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
113929,"Яковлев","Демид","Олегович",NULL,NULL,"2011-11-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
115385,"Воронова","Константин","Иванович",NULL,NULL,"1987-07-01 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
112956,"Алексеева","Никита","Ильдусович",NULL,NULL,"1974-09-22 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
119216,"Мельник","Александр","Дмитриевич",NULL,NULL,"1992-10-13 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
146065,"Ким","Максим","Владимировна",NULL,NULL,"1976-01-06 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
152873,"Поляков","Тешань","Анатольевна",NULL,NULL,"1982-08-24 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
111701,"Сосновский","Евгений",".",NULL,NULL,"2011-11-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
100055,"Константинов","Константин","Викторовна",NULL,NULL,"1983-01-01 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
129278,"Дунаев",".","Александрович",NULL,NULL,"1989-08-23 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
104861,"Наумов","Екатерина","Александрович",NULL,NULL,"1985-11-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
158052,"Коновалова","Олег","Валерьевич",NULL,NULL,"1987-02-09 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
